3,508
2,86
7,161
8,196
1,451
5,168
10,626
6,171
4,705
5,831
0,684
8,494
1,407
8,185
5,569
8,632
1,396
2,875
8,773
5,530
9,255
8,283
4,122
7,188
3,261
0,467
1,450
7,695
6,10
9,104
6,212
2,291
6,613
10,705
5,978
1,558
10,276
9,532
10,341
5,174
3,216
10,414
0,253
9,150
9,237
5,704
4,279
0,485
2,331
5,674
4,111
10,388
5,989
10,136
1,827
4,139
0,795
0,424
8,650
7,938
1,566
1,537
9,595
9,464
2,514
0,950
8,539
3,88
2,138
10,408
4,857
2,584
5,196
9,99
4,665
8,557
4,701
6,69
7,342
7,247
1,505
3,978
8,460
9,799
2,946
3,710
3,700
0,957
1,959
5,654
5,527
4,530
5,378
5,351
2,475
5,864
7,911
10,320
2,336
2,861
8,540
8,937
7,225
2,86
7,597
5,873
0,310
5,888
6,560
6,757
3,896
9,381
4,279
0,105
0,718
3,691
3,130
7,462
8,32
1,305
6,374
9,992
5,441
2,124
5,144
3,129
6,493
8,945
0,529
10,559
5,767
1,488
9,729
3,220
1,496
2,611
1,362
3,331
4,869
1,594
9,220
10,986
5,339
4,454
3,814
4,640
3,556
1,872
0,926
4,787
8,722
1,27
10,150
1,686
2,633
10,385
5,864
0,899
9,131
9,492
9,433
0,810
10,248
8,259
9,18
10,124
9,248
1,693
2,504
10,596
3,525
1,551
4,781
10,548
1,185
8,437
6,474
3,676
0,6
4,684
9,877
2,774
7,647
10,106
4,904
0,972
3,67
7,59
4,620
5,11
5,913
7,56
8,413
7,982
2,592
10,866
6,86
9,182
6,303
8,41
2,600
1,728
9,476
3,471
3,128
6,992
7,965
7,805
2,931
9,185
8,448
4,795
5,910
3,154
7,4
6,560
2,475
7,724
1,669
9,361
8,893
6,537
0,462
0,812
8,348
7,767
7,325
2,561
2,709
4,457
2,345
2,659
3,121
2,480
1,896
8,262
3,580
10,330
2,925
3,291
4,855
0,733
9,992
2,664
5,976
4,629
8,192
5,232
6,602
2,306
5,190
8,486
1,451
2,390
6,602
3,988
8,241
0,353
1,963
1,457
2,650
5,612
5,450
9,622
8,768
0,835
4,708
10,779
5,360
0,17
9,389
7,44
9,716
1,742
3,277
0,49
3,262
10,255
8,452
2,728
10,133
1,599
10,454
1,377
10,678
1,163
8,401
6,991
10,485
10,969
5,204
0,547
4,174
5,672
4,18
7,672
7,66
2,169
7,326
5,801
1,605
1,142
3,956
0,845
9,641
3,392
3,984
5,176
5,257
10,302
4,150
9,173
7,75
2,175
7,484
0,183
7,678
8,221
4,27
2,56
7,468
10,436
3,502
9,70
1,356
9,449
9,205
3,23
8,688
4,735
8,819
1,567
10,20
1,184
10,207
10,116
4,412
4,753
7,757
4,596
8,467
0,175
10,806
4,8
2,125
0,872
6,627
8,857
0,762
8,443
1,930
7,695
0,757
7,10
0,526
10,912
10,589
9,155
9,514
1,76
5,993
5,387
2,963
7,408
10,562
7,403
2,835
8,722
0,496
5,677
4,465
9,240
6,107
7,898
6,101
7,241
7,145
3,503
2,744
8,623
10,983
6,590
8,915
8,838
10,925
10,593
10,40
4,895
10,100
6,325
6,653
9,487
9,337
4,414
8,197
10,342
1,903
0,516
1,338
10,564
2,767
6,793
3,777
5,401
2,176
7,203
10,503
2,75
1,854
3,514
8,205
6,277
7,706
4,974
6,153
4,321
5,414
9,140
2,452
7,855
0,175
6,756
10,805
0,264
10,326
9,16
6,15
7,62
8,337
9,448
2,729
2,538
5,835
9,550
2,27
4,156
1,692
1,87
0,195
6,734
4,418
4,199
8,884
3,329
1,974
9,58
7,500
10,612
2,158
3,440
9,999
10,592
7,820
0,200
7,721
4,103
0,734
0,376
3,524
2,835
9,919
4,382
8,31
2,768
9,1
5,645
2,59
3,951
0,938
2,888
3,538
2,634
5,99
3,840
5,470
1,566
8,735
5,410
1,246
8,603
10,241
10,11
0,685
2,346
7,742
2,598
4,274
10,930
1,927
8,175
10,623
4,262
8,16
0,520
6,48
8,382
5,624
4,445
9,378
8,921
7,395
1,507
2,342
9,434
8,953
5,492
5,718
8,851
6,703
4,545
5,871
9,65
8,762
6,214
4,536
4,951
1,100
4,801
8,586
5,612
4,939
2,936
7,367
8,619
9,456
4,628
2,112
4,751
3,215
6,483
6,148
5,758
4,211
1,791
5,866
6,84
2,898
4,263
5,174
10,523
10,480
5,405
6,240
0,920
2,853
8,966
10,746
8,85
8,680
8,962
10,920
2,983
6,397
0,321
2,378
4,765
5,931
4,979
10,715
4,339
10,44
9,660
5,731
8,135
5,133
6,36
2,441
7,95
4,779
8,878
10,935
8,511
9,461
8,169
1,982
3,312
4,625
1,881
0,598
7,817
8,943
2,116
8,523
4,721
6,134
6,839
7,978
8,244
2,781
9,282
8,426
1,514
8,906
8,868
10,765
0,119
0,124
4,246
8,302
5,472
2,638
1,318
3,517
4,148
3,584
2,56
4,427
6,296
1,370
2,414
4,941
7,171
9,386
3,953
3,684
6,141
0,891
2,504
10,384
7,162
10,193
5,787
10,335
10,318
9,710
8,63
4,978
10,269
5,939
8,100
2,586
1,660
10,777
1,300
7,407
10,201
7,798
8,39
10,802
10,898
10,556
10,373
8,360
2,211
8,493
7,509
5,416
0,812
7,906
6,231
10,407
0,840
4,499
4,473
9,314
5,771
7,516
3,635
8,684
2,69
3,701
0,767
4,844
0,334
5,269
3,679
0,554
2,240
6,849
9,350
8,135
8,861
0,942
10,942
7,195
6,156
3,478
2,770
1,410
4,688
5,29
8,373
7,939
7,725
3,731
10,1
4,539
4,312
2,697
9,30
5,33
4,837
4,491
7,590
6,580
1,214
10,869
0,540
9,340
8,78
2,899
0,724
7,971
1,483
2,568
4,729
0,61
6,362
1,304
0,490
3,169
10,205
7,26
8,954
6,738
1,949
3,104
10,874
2,593
3,929
7,968
7,370
6,312
5,410
2,1000
10,424
0,823
2,190
5,890
7,568
7,817
8,461
0,444
9,522
6,204
3,63
6,135
1,251
10,245
8,984
5,478
7,656
9,609
1,748
3,294
4,609
7,52
4,706
10,761
7,580
9,382
0,388
0,816
8,586
7,258
3,323
5,100
4,881
9,784
7,334
9,861
6,480
8,801
7,601
5,975
5,751
8,149
0,749
4,65
1,974
2,614
5,433
8,660
4,510
2,83
10,259
1,765
3,372
1,601
5,503
3,389
8,168
7,477
0,388
0,75
7,269
9,383
3,443
3,726
2,948
4,204
6,363
9,953
9,636
7,908
5,62
10,193
4,738
0,965
5,286
10,371
9,738
10,218
3,3
2,669
4,295
1,592
10,551
7,458
9,71
9,888
8,913
2,213
1,585
9,297
9,649
6,926
9,919
1,70
7,609
2,565
7,530
3,19
9,245
3,223
4,387
0,157
6,690
6,515
7,641
4,910
10,939
2,822
2,1000
9,563
8,366
2,228
1,613
4,215
0,996
9,875
1,877
1,396
3,532
8,366
2,731
3,769
7,866
5,297
9,141
6,493
2,489
8,861
3,295
5,2
3,422
6,923
4,944
0,736
3,831
8,34
4,348
3,210
2,538
0,260
8,74
7,457
3,95
6,559
3,663
1,261
7,840
4,10
7,396
5,36
5,861
7,605
2,444
2,673
4,113
5,537
2,618
2,898
7,263
8,122
10,951
6,493
8,105
9,117
1,359
6,66
1,537
8,132
1,681
4,781
4,54
4,268
6,818
2,754
8,433
2,809
0,128
4,782
9,852
3,241
4,476
2,887
1,694
4,265
10,104
10,350
6,188
8,640
0,683
10,121
1,747
9,83
0,642
1,991
3,938
0,187
4,467
7,547
5,229
2,715
9,20
1,709
4,218
2,528
4,591
8,377
4,759
9,540
5,870
1,798
7,352
1,862
1,758
8,647
0,690
9,648
3,683
2,728
6,801
8,428
10,79
3,184
10,557
5,948
4,429
0,852
5,242
7,147
3,990
2,256
10,632
2,828
5,473
7,706
10,941
9,35
1,585
3,236
7,737
4,631
4,897
9,758
9,869
9,228
7,741
2,475
2,771
10,903
0,167
4,760
10,184
9,834
1,709
5,333
8,751
5,491
8,797
2,39
10,81
3,434
5,815
7,411
3,869
1,709
5,611
2,146
3,193
1,429
5,793
3,696
5,143
6,819
9,227
10,689
10,304
5,599
5,305
2,268
6,401
7,180
4,653
4,28
1,983
9,414
3,555
3,647
8,43
2,465
7,72
6,549
4,684
8,100
10,234
9,20
4,159
8,692
1,219
10,320
6,459
10,365
1,733
1,611
3,900
5,18
0,686
0,711
3,913
6,432
9,317
3,421
9,220
8,569
5,695
2,561
9,233
6,119
6,683
0,653
3,295
5,433
4,686
7,797
7,85
3,946
6,188
7,391
3,325
10,656
1,490
7,64
9,498
5,934
3,975
4,406
9,817
8,281
1,731
4,167
0,299
7,504
10,5
1,113
6,962
2,726
2,981
6,816
1,987
5,786
6,376
9,627
0,949
0,178
2,772
0,823
4,385
7,873
8,640
3,540
2,131
2,226
3,234
1,941
6,624
10,553
9,442
9,974
0,383
0,338
5,885
4,780
5,443
8,13
10,840
9,252
5,850
5,906
6,82
3,149
9,348
1,157
8,640
8,625
9,701
0,217
3,507
8,401
9,820
0,84
7,290
8,210
6,964
6,997
6,831
8,841
6,899
6,773
7,692
5,641
10,734
4,877
9,403
3,949
4,943
2,956
5,97
2,826
3,503
2,89
3,606
10,193
6,659
5,119
9,840
6,366
3,313
7,136
8,481
8,654
4,82
6,864
3,535
6,939
1,724
2,194
3,470
6,559
8,11
1,119
8,288
2,887
0,634
9,254
7,412
0,639
7,112
9,396
10,658
9,819
0,285
8,954
5,922
10,953
9,801
0,749
10,808
7,234
3,201
6,347
9,528
7,406
5,437
9,698
4,532
10,457
10,291
5,936
8,868
0,444
8,690
9,940
10,391
8,83
10,717
8,663
7,937
7,560
7,535
7,209
4,814
9,37
0,140
3,989
0,537
3,161
6,49
6,975
7,171
10,815
7,642
6,204
9,31
1,706
3,794
5,929
4,24
7,791
10,867
9,5
6,625
6,326
8,713
8,72
3,720
6,51
8,532
7,658
4,929
0,228
9,964
1,807
6,347
3,439
5,471
6,905
10,623
0,875
9,266
6,439
6,585
5,373
10,304
10,389
6,263
4,682
10,669
7,356
0,962
5,618
8,301
6,341
8,285
1,108
0,849
0,700
7,725
5,63
4,123
0,502
4,90
5,901
2,269
3,382
9,718
0,555
6,915
0,888
10,827
0,440
8,124
1,608
6,502
6,994
6,546
6,442
9,933
10,985
1,637
6,503
1,764
9,106
4,898
3,305
1,429
3,210
8,32
9,366
9,130
7,389
6,921
2,90
5,232
7,839
9,652
7,178
10,963
0,595
6,730
8,126
8,191
0,476
10,455
1,767
9,57
4,509
8,601
2,238
7,400
4,505
0,466
6,189
5,229
8,633
7,352
3,787
5,217
9,803
5,808
10,30
7,156
7,225
3,729
1,702
3,732
1,534
4,960
5,51
4,449
0,303
2,663
4,435
7,804
8,273
0,743
2,414
8,936
6,313
3,852
0,780
4,101
9,170
0,632
8,736
6,261
6,678
8,986
4,422
10,910
4,59
4,49
9,933
7,876
8,386
3,733
9,192
2,400
9,456
4,683
8,674
8,966
0,270
5,522
8,176
10,723
1,510
2,686
0,325
5,585
6,717
10,564
10,540
0,788
2,4
0,846
1,968
1,63
7,392
1,346
9,228
8,163
0,694
3,969
5,914
6,650
6,190
7,808
2,25
0,157
3,756
4,89
9,359
7,743
0,237
0,486
4,917
3,954
4,742
0,851
1,783
3,279
4,870
0,52
2,146
9,382
6,11
2,888
10,373
10,773
7,834
8,148
7,268
10,534
4,843
9,591
2,19
10,611
7,265
9,765
6,160
6,775
5,444
5,468
8,457
10,898
3,66
6,786
9,896
9,821
6,209
2,317
0,151
4,404
4,919
10,371
2,125
9,436
1,366
8,81
2,851
2,227
1,430
6,918
2,99
7,89
8,416
2,275
4,763
2,836
5,188
7,102
7,522
1,386
1,893
7,705
7,162
9,721
0,422
2,374
0,485
4,322
3,415
0,133
5,177
10,811
2,349
3,692
4,473
2,924
10,252
5,367
9,440
8,524
7,271
4,347
8,716
2,15
3,304
5,254
5,860
2,494
7,668
3,533
6,61
7,294
8,333
10,717
2,226
0,489
5,389
9,396
5,597
1,312
3,553
2,105
9,226
6,838
0,628
8,384
8,272
6,916
4,491
0,461
7,388
9,463
10,869
1,693
7,967
8,496
7,12
2,970
4,158
0,191
5,403
6,246
0,10
5,956
10,917
8,796
2,402
9,74
7,364
3,469
9,449
5,545
7,340
7,257
2,646
7,746
6,417
5,572
8,104
4,32
9,171
3,610
0,535
4,300
8,90
7,244
6,251
3,408
8,332
5,727
7,512
4,291
3,866
3,166
6,123
10,750
0,727
0,950
9,19
7,309
9,739
6,37
9,175
10,593
6,758
5,821
3,935
1,301
3,999
3,611
1,209
3,556
5,771
9,925
6,473
10,276
10,554
3,60
6,239
2,443
0,680
7,128
4,906
5,91
4,949
0,99
5,777
5,735
10,157
3,995
10,214
3,639
7,172
4,266
2,383
4,388
0,864
2,860
9,279
8,831
5,274
0,128
2,111
7,16
7,662
1,458
10,390
7,715
5,298
6,889
5,309
2,960
9,288
9,950
6,929
3,419
9,649
2,897
0,622
2,457
2,561
3,788
6,112
0,550
8,854
2,680
5,305
3,372
0,600
4,423
0,45
1,555
2,484
3,621
2,93
9,199
7,101
5,249
8,626
5,269
3,194
4,494
6,771
3,103
2,332
3,723
4,246
1,441
10,37
1,544
2,943
6,350
10,736
1,248
6,142
7,241
0,522
5,875
6,395
5,972
9,870
4,342
3,361
0,344
1,708
4,285
1,313
4,150
2,170
4,138
2,687
2,714
5,369
3,152
9,998
4,313
5,289
7,144
2,650
4,299
7,100
4,988
8,939
0,352
4,540
5,237
3,891
5,40
2,916
10,838
6,722
7,82
5,22
3,631
7,926
0,319
4,597
9,477
4,231
1,237
3,243
2,206
1,12
0,618
9,609
4,906
9,65
8,184
10,487
4,221
6,100
1,138
8,571
6,427
10,21
5,437
2,212
2,821
7,985
8,132
3,438
7,862
5,91
8,776
1,817
8,445
1,74
4,654
2,510
1,3
6,143
10,92
3,211
6,240
5,0
9,919
7,181
9,871
4,757
0,170
1,87
6,616
10,106
6,31
0,839
4,388
7,579
10,772
7,292
10,530
1,534
1,152
7,425
9,211
0,181
1,148
5,279
3,528
0,669
8,708
6,159
4,689
9,808
7,425
5,811
6,961
1,354
10,838
2,985
2,534
1,115
8,759
2,987
5,718
6,668
10,216
10,216
3,858
3,249
0,107
2,112
3,138
9,290
10,355
9,525
10,306
9,973
1,869
10,12
7,973
2,659
3,387
6,637
5,900
5,491
8,603
7,645
4,418
6,602
6,802
2,443
5,570
1,641
4,860
8,178
3,714
8,824
1,942
10,851
8,435
0,352
8,305
3,65
2,625
6,760
2,533
6,566
3,392
2,462
8,913
7,664
8,475
6,344
9,891
9,528
5,369
4,407
5,124
8,392
4,872
1,65
2,754
4,853
7,360
5,226
7,749
9,260
10,848
0,378
2,798
6,421
3,58
10,225
3,497
6,178
3,587
3,734
6,505
2,820
3,110
1,83
0,37
4,225
2,667
10,677
1,552
8,172
7,327
10,357
5,523
1,320
2,874
4,215
2,382
1,1000
10,314
5,559
7,306
1,891
10,247
7,874
9,388
5,728
8,848
9,473
7,215
9,794
5,648
3,447
7,86
10,828
6,179
8,5
10,846
3,901
4,15
10,249
8,303
8,301
10,328
9,381
4,162
10,142
0,39
1,320
1,35
5,277
5,622
3,626
7,504
0,765
9,232
8,769
0,151
2,80
4,605
10,934
5,303
1,750
3,998
10,324
5,961
1,337
3,875
6,490
0,745
8,982
10,682
10,232
9,570
5,944
9,727
7,479
8,538
6,533
2,725
1,336
0,655
9,79
6,240
10,663
8,896
8,919
10,99
10,52
2,160
4,791
10,86
9,496
1,90
7,812
3,124
5,595
1,431
8,307
2,435
10,449
10,876
3,998
4,424
6,604
7,915
1,332
7,484
1,227
5,749
3,582
